id,created,superceded_id,valid,size,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,pre_pt_position,post_pt_position,ctr_pt_position,post_pt_to_soma_distance_nm,post_pt_location,post_pt_label,pre_pt_to_soma_distance_nm,pre_pt_location,pre_pt_label
48303471,2025-08-13 15:56:02.393871+00:00,,t,566,80089595265805361,720575941090948255,80089595265787173,720575941086890090,[147918. 173126.   1539.],[147940. 173134.   1542.],[147928. 173132.   1541.],142945.42975237872,B1B2B3D4B5B6A7D8B9A10A11B12B13,dendrite,,,
45368652,2025-08-13 15:56:02.393871+00:00,,t,570,79877733320550037,720575941100558660,79877733320596213,720575941086890090,[144616. 162014.   1977.],[144600. 162056.   1976.],[144630. 162042.   1977.],62024.15392076048,B1B2B3B4B5,dendrite,,,
41681568,2025-08-13 15:56:02.393871+00:00,,t,9,79525202136154178,720575941016061939,79525202136157188,720575941086890090,[139738. 152266.   1433.],[139722. 152266.   1440.],[139744. 152260.   1437.],62595.41511026113,A1B2,dendrite,,,
55081087,2025-08-13 15:56:02.393871+00:00,,t,11,80230401943200885,720575941152084278,80230401943197585,720575941086890090,[150382. 174748.   2377.],[150338. 174732.   2375.],[150366. 174736.   2375.],187923.42107541757,B1B2B3D4B5B6A7D8B9A10A11A12B13,dendrite,,,
45267788,2025-08-13 15:56:02.393871+00:00,,t,448,79877321070702861,720575941105058434,79877321070747892,720575941086890090,[144472. 156080.   2089.],[144480. 156056.   2094.],[144478. 156090.   2095.],40578.0158339374,B1A2A3B4,dendrite,,,
50042802,2025-08-13 15:56:02.393871+00:00,,t,25,80229164724338976,720575941115146441,80229164724313606,720575941086890090,[149752. 156238.   1918.],[149738. 156200.   1913.],[149750. 156220.   1915.],73287.62927239719,A1A2B3,dendrite,,,
50190853,2025-08-13 15:56:02.393871+00:00,,t,28,80230264168916525,720575941120708782,80230264168944345,720575941086890090,[150234. 172248.   1804.],[150202. 172216.   1807.],[150234. 172228.   1808.],152259.75283836495,B1B2B3D4B5B6A7D8B9A10A11A12,dendrite,,,
47433829,2025-08-13 15:56:02.393871+00:00,,t,29,79948102198788676,720575941074786193,79948102198749470,720575941086890090,[146186. 162296.   2193.],[146198. 162270.   2190.],[146194. 162284.   2192.],75146.50121637416,B1B2B3B4A5,dendrite,,,
36994662,2025-08-13 15:56:02.393871+00:00,,t,41,79103471042893664,720575941074441088,79103471042913745,720575941086890090,[133812. 158992.   2000.],[133782. 159018.   2002.],[133802. 159012.   2001.],97980.01701625728,B1B2A3C4B5,dendrite,,,
48217463,2025-08-13 15:56:02.393871+00:00,,t,43,80088220943435150,720575941027180257,80088220943448904,720575941086890090,[147638. 152336.   1691.],[147664. 152366.   1693.],[147654. 152360.   1692.],58512.833973452325,A1A2A3B4,dendrite,,,
50111424,2025-08-13 15:56:02.393871+00:00,,t,70,80229851919261249,720575941085503697,80229851919271800,720575941086890090,[149812. 166390.   1960.],[149844. 166358.   1965.],[149836. 166374.   1963.],103072.07810729573,B1B2B3D4B5B6A7D8A9A10,dendrite,,,
47337244,2025-08-13 15:56:02.393871+00:00,,t,82,79948514180148482,720575941103853215,79948514180132414,720575941086890090,[146048. 168520.   1572.],[146024. 168498.   1567.],[146044. 168512.   1568.],105914.74752857465,B1B2B3D4B5B6A7D8B9B10,dendrite,,,
48236612,2025-08-13 15:56:02.393871+00:00,,t,98,80018677168686317,720575941068926979,80018677235234529,720575941086890090,[147178. 165208.   2366.],[147184. 165240.   2368.],[147198. 165222.   2369.],101668.10556235953,B1B2B3B4A5,dendrite,,,
46309097,2025-08-13 15:56:02.393871+00:00,,t,99,79948308223068171,720575941003071655,79948308223074565,720575941086890090,[145802. 164730.   1942.],[145822. 164770.   1939.],[145822. 164750.   1941.],74994.89480741101,B1B2B3D4B5B6B7,dendrite,,,
49366808,2025-08-13 15:56:02.393871+00:00,,t,116,80088152290922809,720575941088046268,80088152290890591,720575941086890090,[148240. 151582.   1766.],[148242. 151572.   1757.],[148236. 151568.   1761.],66542.06885600674,A1A2A3B4,dendrite,,,
50180122,2025-08-13 15:56:02.393871+00:00,,t,132,80159826570699459,720575941130270920,80159826570692447,720575941086890090,[149396. 171424.   1474.],[149426. 171386.   1475.],[149398. 171408.   1473.],133390.90459475765,B1B2B3D4B5B6A7D8B9A10A11A12,dendrite,,,
55842731,2025-08-13 15:56:02.393871+00:00,,t,171,80722570634423111,720575941093550760,80722570634429363,720575941086890090,[157180. 168690.   2044.],[157156. 168702.   2047.],[157168. 168708.   2047.],159921.9687134153,B1B2B3D4B5B6A7D8A9A10B11,dendrite,,,
48236588,2025-08-13 15:56:02.393871+00:00,,t,198,80018677235233237,720575941068926979,80018677168794450,720575941086890090,[147168. 165174.   2368.],[147130. 165174.   2366.],[147150. 165174.   2367.],101056.11710959295,B1B2B3B4A5,dendrite,,,
48191242,2025-08-13 15:56:02.393871+00:00,,t,251,80088495955555907,720575941172823271,80088495955534622,720575941086890090,[147982. 157024.   1940.],[147958. 157018.   1944.],[147974. 157028.   1943.],59330.378960950446,B1A2C3B4A5,dendrite,,,
37978684,2025-08-13 15:56:02.393871+00:00,,t,127,79244690171839616,720575941122177992,79244690171865086,720575941086890090,[135372. 166170.   3243.],[135342. 166132.   3245.],[135354. 166144.   3245.],135222.49824422353,B1B2C3B4,dendrite,,,
49332815,2025-08-13 15:56:02.393871+00:00,,t,254,80089526613733464,720575941154156421,80089526613651338,720575941086890090,[148270. 172744.   1726.],[148286. 172778.   1723.],[148286. 172764.   1726.],144493.75983078996,B1B2B3D4B5B6A7D8B9A10A11B12A13,dendrite,,,
48168186,2025-08-13 15:56:02.393871+00:00,,t,147,80089045711283968,720575941145897861,80089045711262528,720575941086890090,[147682. 165176.   1917.],[147664. 165206.   1913.],[147678. 165192.   1914.],80679.77811438919,B1B2B3D4B5B6A7D8A9,dendrite,,,
60961217,2025-08-13 15:56:02.393871+00:00,,t,149,81074964647947901,720575941046167767,81074964647952804,720575941086890090,[162236. 176334.   3097.],[162210. 176310.   3103.],[162222. 176318.   3100.],254169.05253973234,B1B2B3D4B5B6A7D8A9A10A11B12A13,dendrite,,,
41680050,2025-08-13 15:56:02.393871+00:00,,t,157,79455521727751010,720575941099015583,79455521727756338,720575941086890090,[139136. 162490.   3617.],[139176. 162474.   3621.],[139154. 162476.   3618.],129238.70187476098,B1B2C3A4B5,dendrite,,,
45381284,2025-08-13 15:56:02.393871+00:00,,t,160,79807502216574396,720575941105974638,79807502216577094,720575941086890090,[144138. 164552.   2349.],[144120. 164536.   2346.],[144134. 164536.   2347.],90224.4231745299,B1B2B3B4B5,dendrite,,,
37990918,2025-08-13 15:56:02.393871+00:00,,t,285,79244139811596762,720575941170410983,79244139745074924,720575941086890090,[135484. 157780.   1985.],[135510. 157790.   1978.],[135502. 157778.   1982.],77933.43744518897,B1B2A3C4B5,dendrite,,,
44359395,2025-08-13 15:56:02.393871+00:00,,t,226,79736720685464348,720575941058010184,79736720685501536,720575941086890090,[143050. 158196.   1405.],[143010. 158176.   1409.],[143040. 158190.   1409.],27808.225594597287,B1B2A3B4,dendrite,,,
55036444,2025-08-13 15:56:02.393871+00:00,,t,211,80582108493773899,720575941115554734,80582108493754381,720575941086890090,[155410. 171824.   2961.],[155414. 171792.   2964.],[155420. 171806.   2962.],192761.93313805593,B1B2B3D4B5B6A7D8A9A10A11B12B13,dendrite,,,
40759660,2025-08-13 15:56:02.393871+00:00,,t,236,79385152312462084,720575941106584388,79385152312490392,720575941086890090,[138192. 161756.   2310.],[138200. 161788.   2315.],[138208. 161770.   2313.],73494.36848429323,B1B2C3B4,dendrite,,,
51140111,2025-08-13 15:56:02.393871+00:00,,t,252,80300289382901087,720575941144626245,80300289382926137,720575941086890090,[150766. 166780.   1959.],[150774. 166764.   1966.],[150778. 166776.   1963.],108201.26926123581,B1B2B3D4B5B6A7D8A9A10,dendrite,,,
41544165,2025-08-13 15:56:02.393871+00:00,,t,263,79525133483750366,720575941099461923,79525133483747407,720575941086890090,[139602. 150690.   1496.],[139592. 150726.   1493.],[139594. 150710.   1496.],92793.92820682422,B1B2A3A4B5,dendrite,,,
42493685,2025-08-13 15:56:02.393871+00:00,,t,675,79595983398356934,720575941076355594,79595983398516633,720575941086890090,[140436. 157752.   1766.],[140390. 157752.   1767.],[140418. 157754.   1766.],37158.3611351812,B1B2A3C4,dendrite,,,
48188877,2025-08-13 15:56:02.393871+00:00,,t,738,80089389174564712,720575941120093102,80089389174570805,720575941086890090,[148098. 170124.   1699.],[148092. 170114.   1692.],[148112. 170118.   1694.],117369.34033545155,B1B2B3D4B5B6A7D8B9A10,dendrite,,,
49411127,2025-08-13 15:56:02.393871+00:00,,t,871,80160101784187441,720575941090872735,80160101717604182,720575941086890090,[148528. 175732.   2117.],[148552. 175720.   2111.],[148556. 175730.   2116.],174866.52150644283,B1B2B3D4B5B6A7D8B9A10A11B12A13,dendrite,,,
42556617,2025-08-13 15:56:02.393871+00:00,,t,62,79595983331633569,720575941162396620,79595983331630443,720575941086890090,[140686. 158012.   1702.],[140650. 158046.   1700.],[140674. 158030.   1700.],32638.736479495765,B1B2A3C4,dendrite,,,
48310329,2025-08-13 15:56:02.393871+00:00,,t,1277,80088702918922218,720575941112807086,80088702918943032,720575941086890090,[147738. 160380.   3397.],[147762. 160344.   3399.],[147774. 160368.   3398.],115736.40133614933,B1A2C3A4,dendrite,,,
51306504,2025-08-13 15:56:02.393871+00:00,,t,59,80300083694354509,720575941099545309,80300083760867821,720575941086890090,[150596. 163678.   2876.],[150560. 163684.   2880.],[150566. 163694.   2879.],130009.31378407488,B1B2B3D4B5B6A7A8,dendrite,,,
42697120,2025-08-13 15:56:02.393871+00:00,,t,68,79666214838103301,720575941162396620,79666214838125713,720575941086890090,[141338. 155482.   2067.],[141356. 155530.   2070.],[141320. 155508.   2067.],49422.233277363914,B1A2A3A4A5,dendrite,,,
66787107,2025-08-13 15:56:02.393871+00:00,,t,41,81567064217081239,720575941110810531,81567064217064042,720575941086890090,[169340. 168924.   1966.],[169366. 168940.   1962.],[169356. 168928.   1966.],257009.2997377396,B1B2B3D4B5B6A7D8A9A10B11A12A13,dendrite,,,
51306522,2025-08-13 15:56:02.393871+00:00,,t,13,80300083694354509,720575941099545309,80300083694297310,720575941086890090,[150604. 163666.   2875.],[150584. 163632.   2876.],[150600. 163640.   2876.],129663.43702643285,B1B2B3D4B5B6A7A8,dendrite,,,
41588850,2025-08-13 15:56:02.393871+00:00,,t,166,79525477080940645,720575941128496770,79525477014197767,720575941086890090,[140070. 156126.   1473.],[140082. 156112.   1467.],[140084. 156124.   1469.],49648.97410646671,B1B2A3A4B5,dendrite,,,
55842889,2025-08-13 15:56:02.393871+00:00,,t,16,80722570634526422,720575941051444310,80722570634484703,720575941086890090,[157418. 168626.   2083.],[157406. 168638.   2077.],[157406. 168634.   2079.],162484.5971766003,B1B2B3D4B5B6A7D8A9A10B11,dendrite,,,
49347160,2025-08-13 15:56:02.393871+00:00,,t,69,80160032997805813,720575941123816904,80160032997750143,720575941086890090,[148720. 174790.   2012.],[148700. 174806.   2009.],[148718. 174808.   2010.],165317.04612305496,B1B2B3D4B5B6A7D8B9A10A11B12A13,dendrite,,,
50093609,2025-08-13 15:56:02.393871+00:00,,t,23,80228752407406158,720575941086768572,80228752407394044,720575941086890090,[150428. 149998.   1885.],[150416. 149976.   1879.],[150418. 149980.   1882.],88841.37087096083,A1A2A3B4,dendrite,,,
47311635,2025-08-13 15:56:02.393871+00:00,,t,37,80018815077091374,720575941085239058,80018815077119228,720575941086890090,[146580. 167014.   3179.],[146624. 167012.   3183.],[146604. 167002.   3181.],150887.37996184273,B1B2B3D4B5B6A7D8A9B10,dendrite,,,
46326642,2025-08-13 15:56:02.393871+00:00,,t,145,79948101930417072,720575941084019529,79948101930318158,720575941086890090,[145816. 162516.   1692.],[145798. 162518.   1684.],[145810. 162554.   1690.],51370.85564636736,B1B2B3D4B5,dendrite,,,
57886721,2025-08-13 15:56:02.393871+00:00,,t,76,80863720909327419,720575941073223830,80863720909333899,720575941086890090,[159058. 174148.   2927.],[159088. 174118.   2923.],[159078. 174130.   2924.],224027.27578865475,B1B2B3D4B5B6A7D8A9A10A11B12A13,dendrite,,,
42443936,2025-08-13 15:56:02.393871+00:00,,t,81,79595708453247101,720575941069650840,79595708453246626,720575941086890090,[140690. 153586.   1603.],[140654. 153600.   1601.],[140666. 153594.   1601.],48129.81994484997,A1B2,dendrite,,,
48448974,2025-08-13 15:56:02.393871+00:00,,t,86,80088977058930062,720575941071890321,80088977058938158,720575941086890090,[147988. 163636.   2052.],[147974. 163604.   2052.],[147984. 163616.   2050.],83131.11929527119,B1B2B3D4B5B6A7A8,dendrite,,,
50149695,2025-08-13 15:56:02.393871+00:00,,t,88,80299876797252851,720575941099545309,80299876797255850,720575941086890090,[150536. 160618.   1389.],[150538. 160666.   1389.],[150528. 160652.   1389.],77891.76858334828,B1A2C3B4B5B6,dendrite,,,
48365526,2025-08-13 15:56:02.393871+00:00,,t,91,80089457893825553,720575941113133742,80089457893772523,720575941086890090,[148122. 171378.   1612.],[148158. 171386.   1608.],[148142. 171380.   1611.],130782.50337127173,B1B2B3D4B5B6A7D8B9A10A11B12,dendrite,,,
47451613,2025-08-13 15:56:02.393871+00:00,,t,96,80018882991350389,720575941087454879,80018882991357857,720575941086890090,[146520. 167724.   1659.],[146510. 167686.   1663.],[146510. 167700.   1662.],97208.24325965146,B1B2B3D4B5B6A7D8B9B10,dendrite,,,
51093740,2025-08-13 15:56:02.393871+00:00,,t,98,80300220730356192,720575941099545309,80300220730327805,720575941086890090,[151076. 166472.   2027.],[151086. 166518.   2025.],[151088. 166496.   2027.],109859.69247410086,B1B2B3D4B5B6A7D8A9A10,dendrite,,,
49375824,2025-08-13 15:56:02.393871+00:00,,t,299,80159277217825885,720575941149898053,80159277217810714,720575941086890090,[148612. 163398.   2291.],[148574. 163404.   2295.],[148596. 163398.   2294.],97678.6648988154,B1B2B3D4B5B6A7A8,dendrite,,,
67750821,2025-08-13 15:56:02.393871+00:00,,t,111,81637433028140956,720575941136138234,81637433028137879,720575941086890090,[170260. 169206.   2016.],[170258. 169174.   2014.],[170264. 169186.   2015.],263649.84117966756,B1B2B3D4B5B6A7D8A9A10B11A12A13,dendrite,,,
42489412,2025-08-13 15:56:02.393871+00:00,,t,276,79595983398307331,720575941121005260,79595983398412984,720575941086890090,[140502. 158128.   1730.],[140468. 158112.   1733.],[140486. 158114.   1731.],35580.11943559002,B1B2A3C4,dendrite,,,
47324231,2025-08-13 15:56:02.393871+00:00,,t,123,80018745619866856,720575941147627318,80018745619819761,720575941086890090,[146970. 166436.   1853.],[146946. 166434.   1848.],[146972. 166444.   1851.],84128.04117349522,B1B2B3D4B5B6A7D8B9,dendrite,,,
48283635,2025-08-13 15:56:02.393871+00:00,,t,124,80018334107939559,720575941120775342,80018334107913061,720575941086890090,[147366. 160352.   3318.],[147384. 160304.   3322.],[147374. 160328.   3320.],111427.67049883484,B1A2C3A4,dendrite,,,
50995815,2025-08-13 15:56:02.393871+00:00,,t,124,80299602255136470,720575941153457356,80299602255059078,720575941086890090,[151054. 156668.   2059.],[151066. 156690.   2051.],[151060. 156680.   2055.],83152.85137542209,A1A2B3,dendrite,,,
42551446,2025-08-13 15:56:02.393871+00:00,,t,129,79595639801504966,720575941084256297,79595639801418805,720575941086890090,[140780. 153192.   1851.],[140824. 153186.   1846.],[140808. 153188.   1848.],64282.63599660652,B1A2A3A4B5,dendrite,,,
42532174,2025-08-13 15:56:02.393871+00:00,,t,319,79525477081087054,720575941128496770,79525477080943624,720575941086890090,[140248. 156218.   1483.],[140250. 156180.   1479.],[140250. 156192.   1482.],47378.91999866816,B1B2A3A4B5,dendrite,,,
48423044,2025-08-13 15:56:02.393871+00:00,,t,135,80018883058510602,720575941130283976,80018883058486763,720575941086890090,[147168. 167980.   1800.],[147214. 167992.   1803.],[147194. 167990.   1801.],97333.05103094471,B1B2B3D4B5B6A7D8B9A10,dendrite,,,
48205229,2025-08-13 15:56:02.393871+00:00,,t,159,80018676899996206,720575941120701870,80018676900016197,720575941086890090,[147280. 165378.   1787.],[147274. 165354.   1791.],[147284. 165366.   1789.],76219.5139998129,B1B2B3D4B5B6A7D8,dendrite,,,
68808170,2025-08-13 15:56:02.393871+00:00,,t,366,81707801772421536,720575941136138234,81707801772440222,720575941086890090,[171440. 169170.   2050.],[171414. 169208.   2055.],[171440. 169194.   2053.],272092.7652800669,B1B2B3D4B5B6A7D8A9A10B11A12A13,dendrite,,,
48167916,2025-08-13 15:56:02.393871+00:00,,t,189,80018745619667103,720575941146421302,80018745619659096,720575941086890090,[147124. 165774.   1845.],[147090. 165782.   1846.],[147102. 165790.   1842.],80124.25056746567,B1B2B3D4B5B6A7D8B9,dendrite,,,
47326012,2025-08-13 15:56:02.393871+00:00,,t,339,79948239637914147,720575941153235077,79948239704445867,720575941086890090,[146210. 163826.   2239.],[146258. 163830.   2240.],[146240. 163832.   2238.],88148.06705192804,B1B2B3B4A5,dendrite,,,
47230489,2025-08-13 15:56:02.393871+00:00,,t,201,80018608180321490,720575941119208648,80018608180383995,720575941086890090,[146524. 164020.   1739.],[146564. 164000.   1738.],[146554. 164028.   1740.],63772.35429211215,B1B2B3D4B5B6A7D8,dendrite,,,
46361828,2025-08-13 15:56:02.393871+00:00,,t,213,79877320735006548,720575941163779276,79877320735141426,720575941086890090,[145164. 155550.   1471.],[145210. 155560.   1470.],[145190. 155556.   1471.],26457.964088821398,A1A2,dendrite,,,
58894924,2025-08-13 15:56:02.393871+00:00,,t,333,80934089653583250,720575941047638677,80934089653597814,720575941086890090,[160104. 174824.   2952.],[160122. 174830.   2957.],[160116. 174836.   2953.],233214.3035680016,B1B2B3D4B5B6A7D8A9A10A11B12A13,dendrite,,,
49069462,2025-08-13 15:56:02.393871+00:00,,t,226,80158452315630506,720575941106013257,80158452315648526,720575941086890090,[148804. 150948.   1773.],[148782. 150980.   1777.],[148806. 150968.   1775.],73436.51084698887,A1A2A3B4,dendrite,,,
48423163,2025-08-13 15:56:02.393871+00:00,,t,245,80018883058610531,720575941076403579,80018883058588098,720575941086890090,[147440. 168180.   1838.],[147414. 168212.   1835.],[147434. 168208.   1836.],98942.30762825468,B1B2B3D4B5B6A7D8B9A10,dendrite,,,
46238824,2025-08-13 15:56:02.393871+00:00,,t,260,79948033479123742,720575941139258245,79948033479080197,720575941086890090,[145652. 161448.   2148.],[145668. 161424.   2141.],[145660. 161420.   2145.],68140.5099671787,B1B2B3B4A5,dendrite,,,
49285390,2025-08-13 15:56:02.393871+00:00,,t,261,80089801759725235,720575940999913998,80089801759774134,720575941086890090,[148268. 176510.   2179.],[148300. 176508.   2184.],[148290. 176510.   2181.],182008.10064245586,B1B2B3D4B5B6A7D8B9A10A11B12A13B14,dendrite,,,
46287255,2025-08-13 15:56:02.393871+00:00,,t,268,79947758668304660,720575941147178444,79947758668331578,720575941086890090,[145486. 156950.   2259.],[145506. 156984.   2263.],[145502. 156970.   2259.],52180.92440973028,B1A2C3A4,dendrite,,,
42556568,2025-08-13 15:56:02.393871+00:00,,t,427,79595983331615687,720575941121005260,79595983331615614,720575941086890090,[140566. 158214.   1698.],[140590. 158194.   1698.],[140584. 158212.   1699.],33261.06812256292,B1B2A3C4,dendrite,,,
45368548,2025-08-13 15:56:02.393871+00:00,,t,478,79877733387266282,720575941106668685,79877733387237311,720575941086890090,[144388. 161836.   1996.],[144408. 161856.   1992.],[144402. 161840.   1995.],60688.00290818944,B1B2B3B4B5,dendrite,,,
48270092,2025-08-13 15:56:02.393871+00:00,,t,503,80088633192986039,720575941085482051,80088633193007430,720575941086890090,[147714. 158990.   1500.],[147764. 159002.   1500.],[147740. 159000.   1500.],51557.901033709946,B1A2C3B4B5,dendrite,,,
56847241,2025-08-13 15:56:02.393871+00:00,,t,598,80793008097987179,720575941149839534,80793008097948194,720575941086890090,[158048. 168882.   2011.],[158032. 168850.   2007.],[158062. 168850.   2007.],167309.87166440446,B1B2B3D4B5B6A7D8A9A10B11A12,dendrite,,,
46253979,2025-08-13 15:56:02.393871+00:00,,t,628,79877389723050614,720575941091174211,79877389723047006,720575941086890090,[145256. 157410.   1956.],[145240. 157384.   1958.],[145252. 157388.   1958.],35212.111035215894,B1A2C3A4,dendrite,,,
38055936,2025-08-13 15:56:02.393871+00:00,,t,79,79174390281278089,720575941085329731,79174390281307617,720575941086890090,[134488. 166760.   3462.],[134522. 166744.   3466.],[134508. 166746.   3465.],149025.37624238795,B1B2C3B4,dendrite,,,
61802972,2025-08-13 15:56:02.393871+00:00,,t,698,81144851818859099,720575941124655690,81144851818886198,720575941086890090,[163234. 168996.   2014.],[163266. 168998.   2015.],[163262. 169004.   2010.],208581.97211115656,B1B2B3D4B5B6A7D8A9A10B11A12A13,dendrite,,,
47326139,2025-08-13 15:56:02.393871+00:00,,t,9,80018608448892289,720575941086865987,80018608448885207,720575941086890090,[146600. 164256.   2283.],[146618. 164242.   2278.],[146614. 164234.   2281.],91439.12088871117,B1B2B3B4A5,dendrite,,,
40875123,2025-08-13 15:56:02.393871+00:00,,t,78,79455108605682384,720575941084070332,79455108672455036,720575941086890090,[138348. 155606.   2111.],[138348. 155596.   2118.],[138320. 155598.   2117.],70087.32273102556,B1B2A3C4A5,dendrite,,,
41612455,2025-08-13 15:56:02.393871+00:00,,t,28,79525133618086395,720575941084003913,79525133618102147,720575941086890090,[140146. 150960.   1791.],[140138. 150962.   1798.],[140152. 150970.   1795.],80065.41710708654,B1A2A3A4B5,dendrite,,,
64939785,2025-08-13 15:56:02.393871+00:00,,t,160,81426258009220292,720575940987539739,81426258009241296,720575941086890090,[167624. 168598.   1953.],[167638. 168608.   1960.],[167642. 168608.   1956.],242100.67255973365,B1B2B3D4B5B6A7D8A9A10B11A12A13,dendrite,,,
48445385,2025-08-13 15:56:02.393871+00:00,,t,96,80089252272341872,720575941128195784,80089252272332902,720575941086890090,[148204. 168226.   2692.],[148172. 168214.   2684.],[148224. 168212.   2688.],130410.3851076666,B1B2B3B4A5,dendrite,,,
58852319,2025-08-13 15:56:02.393871+00:00,,t,72,80934089251087216,720575941078266769,80934089317718468,720575941086890090,[160090. 174204.   2234.],[160088. 174218.   2241.],[160080. 174220.   2237.],213117.22983948104,B1B2B3D4B5B6A7D8A9A10B11B12B13,dendrite,,,
48303531,2025-08-13 15:56:02.393871+00:00,,t,98,80089595265706505,720575941113121710,80089595265697729,720575941086890090,[147964. 173100.   1507.],[148016. 173100.   1505.],[147996. 173100.   1506.],143512.61224672178,B1B2B3D4B5B6A7D8B9A10A11B12B13,dendrite,,,
49337496,2025-08-13 15:56:02.393871+00:00,,t,109,80160032930862287,720575941083046464,80160032930880088,720575941086890090,[148496. 174274.   1958.],[148534. 174298.   1960.],[148520. 174294.   1960.],161203.49540727522,B1B2B3D4B5B6A7D8B9A10A11B12A13,dendrite,,,
43479371,2025-08-13 15:56:02.393871+00:00,,t,369,79736583515257845,720575941097026371,79736583515241509,720575941086890090,[142422. 156030.   1960.],[142406. 156012.   1957.],[142412. 156030.   1958.],38035.55315561822,B1A2A3A4,dendrite,,,
61983836,2025-08-13 15:56:02.393871+00:00,,t,117,81145264673015243,720575941085117411,81145264672878228,720575941086890090,[163524. 175854.   3131.],[163568. 175856.   3130.],[163548. 175852.   3130.],266458.6481777258,B1B2B3D4B5B6A7D8A9A10A11B12A13,dendrite,,,
50450598,2025-08-13 15:56:02.393871+00:00,,t,127,80159070656739073,720575941083311634,80159070656716775,720575941086890090,[149440. 159680.   1529.],[149438. 159714.   1524.],[149434. 159708.   1527.],65323.36302151753,B1A2C3B4B5,dendrite,,,
51094078,2025-08-13 15:56:02.393871+00:00,,t,127,80300289449917947,720575941120798894,80370658194095142,720575941086890090,[151536. 167144.   2059.],[151572. 167126.   2063.],[151558. 167134.   2062.],115258.41586786661,B1B2B3D4B5B6A7D8A9A10,dendrite,,,
44434686,2025-08-13 15:56:02.393871+00:00,,t,133,79807708441769312,720575941108817293,79807708441786515,720575941086890090,[143538. 166862.   2376.],[143562. 166886.   2380.],[143558. 166876.   2379.],108121.81694837936,B1B2B3B4B5,dendrite,,,
47321443,2025-08-13 15:56:02.393871+00:00,,t,136,80018745619435842,720575941070771857,80018745619487239,720575941086890090,[146742. 166408.   1779.],[146748. 166398.   1787.],[146746. 166406.   1784.],85693.91096730385,B1B2B3D4B5B6A7D8B9,dendrite,,,
48188762,2025-08-13 15:56:02.393871+00:00,,t,142,80089320454933033,720575941149068165,80089320454966721,720575941086890090,[147904. 169490.   1639.],[147920. 169530.   1644.],[147928. 169508.   1639.],112869.10572220388,B1B2B3D4B5B6A7D8B9A10,dendrite,,,
49351348,2025-08-13 15:56:02.393871+00:00,,t,145,80159001937149919,720575941050062762,80159001937186148,720575941086890090,[149256. 159182.   1500.],[149284. 159184.   1503.],[149278. 159184.   1501.],62527.29031065778,B1A2C3B4B5,dendrite,,,
49362034,2025-08-13 15:56:02.393871+00:00,,t,147,80160032930512900,720575941154814533,80160032930672670,720575941086890090,[148822. 173948.   1888.],[148814. 173986.   1888.],[148812. 173966.   1887.],158971.98330459063,B1B2B3D4B5B6A7D8B9A10A11B12A13,dendrite,,,
45397618,2025-08-13 15:56:02.393871+00:00,,t,151,79807708441795736,720575941103686303,79807708441821928,720575941086890090,[143888. 167184.   2387.],[143864. 167180.   2393.],[143872. 167174.   2392.],109551.85111003267,B1B2B3B4B5,dendrite,,,
40956301,2025-08-13 15:56:02.393871+00:00,,t,165,79384946556574124,720575941109946253,79384946556551886,720575941086890090,[138060. 159402.   3059.],[138048. 159372.   3052.],[138064. 159386.   3056.],112972.03656561313,B1B2A3A4A5B6B7,dendrite,,,
51206169,2025-08-13 15:56:02.393871+00:00,,t,178,80370452572530800,720575941063300876,80370452572568232,720575941086890090,[151696. 164128.   3094.],[151694. 164122.   3102.],[151680. 164128.   3099.],145555.42989281236,B1B2B3D4B5B6A7A8,dendrite,,,
38046229,2025-08-13 15:56:02.393871+00:00,,t,191,79174390348231028,720575941090071028,79174390348248728,720575941086890090,[134550. 166822.   3536.],[134600. 166820.   3535.],[134584. 166820.   3536.],155414.03040633615,B1B2C3B4,dendrite,,,
48518769,2025-08-13 15:56:02.393871+00:00,,t,193,80089801759596631,720575941075712825,80089801759602672,720575941086890090,[148146. 175894.   2136.],[148182. 175930.   2137.],[148168. 175916.   2136.],178563.29082645327,B1B2B3D4B5B6A7D8B9A10A11B12A13B14,dendrite,,,
58817454,2025-08-13 15:56:02.393871+00:00,,t,210,80934020464218425,720575941094181778,80934020464255771,720575941086890090,[159798. 173768.   1999.],[159800. 173728.   2005.],[159814. 173744.   2003.],208929.7812582873,B1B2B3D4B5B6A7D8A9A10B11B12A13,dendrite,,,
39810750,2025-08-13 15:56:02.393871+00:00,,t,458,79314165025744560,720575941098349953,79314165025768801,720575941086890090,[136856. 153138.   2166.],[136874. 153106.   2167.],[136874. 153144.   2167.],93969.53871305539,B1B2A3A4A5A6,dendrite,,,
46326211,2025-08-13 15:56:02.393871+00:00,,t,243,79877664466617237,720575941140630387,79877664466594864,720575941086890090,[145096. 161460.   1653.],[145084. 161472.   1648.],[145102. 161468.   1650.],42329.77075281234,B1B2B3,dendrite,,,
48206733,2025-08-13 15:56:02.393871+00:00,,t,246,80088427235846420,720575941137866471,80088427235818564,720575941086890090,[147580. 155776.   1877.],[147614. 155780.   1874.],[147602. 155774.   1876.],53762.53284348857,A1A2B3,dendrite,,,
45302465,2025-08-13 15:56:02.393871+00:00,,t,303,79807089698262404,720575941033112337,79807089698249818,720575941086890090,[144330. 157582.   1917.],[144294. 157618.   1917.],[144316. 157604.   1918.],33033.35590585129,B1A2A3C4,dendrite,,,
